epoch,train_loss,train_samples,val_split,val_samples,val_exact_acc,val_cer,val_char_acc,seconds
1,3.6125704672025596,2944,val,367,0.0,1.0,0.0,2.7065322399139404
2,2.8412598682486494,2944,val,367,0.0,0.9140904653433127,0.08590953465668727,2.7849385738372803
3,2.7322102992430977,2944,val,367,0.0,0.9153921249593231,0.0846078750406769,2.7358107566833496
4,2.527861693631048,2944,val,367,0.0,0.8688577936869508,0.13114220631304918,2.722221851348877
5,2.294879322466643,2944,val,367,0.0,0.7751383013342011,0.22486169866579886,2.7225563526153564
6,1.8884173579837964,2944,val,367,0.0,0.6651480637813212,0.3348519362186788,2.7228927612304688
7,1.4056612797405408,2944,val,367,0.08174386920980926,0.3628376179629027,0.6371623820370973,2.7297043800354004
8,0.9708590053993723,2944,val,367,0.15258855585831063,0.25805401887406443,0.7419459811259356,2.7418134212493896
9,0.7786922843559928,2944,val,367,0.1907356948228883,0.23169541164985355,0.7683045883501465,2.713048219680786
10,0.6783841679925504,2944,val,367,0.22615803814713897,0.20956719817767655,0.7904328018223234,2.699788808822632
11,0.59984399702238,2944,val,367,0.25885558583106266,0.1760494630654084,0.8239505369345916,2.7250325679779053
12,0.5396454645239789,2944,val,367,0.25340599455040874,0.18906605922551253,0.8109339407744874,2.7638537883758545
13,0.49432979653710907,2944,val,367,0.26430517711171664,0.16433452652131467,0.8356654734786854,2.7190299034118652
14,0.4559399595727091,2944,val,367,0.28065395095367845,0.16465994142531729,0.8353400585746827,2.70678448677063
15,0.41843565909758856,2944,val,367,0.3188010899182561,0.14904002603319233,0.8509599739668077,2.7198550701141357
16,0.38025595442108484,2944,val,367,0.3242506811989101,0.1470875366091767,0.8529124633908233,2.722202777862549
17,0.36192866188028583,2944,val,367,0.2970027247956403,0.16335828180930687,0.8366417181906931,2.7270143032073975
18,0.3249292856325274,2944,val,367,0.34332425068119893,0.14155548324113246,0.8584445167588676,2.7388439178466797
19,0.30473510921001434,2944,val,367,0.38419618528610355,0.12495932313699967,0.8750406768630004,2.713594436645508
20,0.28441215468489606,2944,val,367,0.34332425068119893,0.13146762121705174,0.8685323787829482,2.749704360961914
21,0.258629300672075,2944,val,367,0.3978201634877384,0.12398307842499186,0.8760169215750081,2.759514331817627
22,0.24242160015779993,2944,val,367,0.4196185286103542,0.10999023755287993,0.89000976244712,2.7036492824554443
23,0.21065286190613455,2944,val,367,0.4332425068119891,0.11031565245688253,0.8896843475431174,2.7287538051605225
24,0.1828989342826864,2944,val,367,0.4768392370572207,0.10218027985681744,0.8978197201431826,2.696416139602661
25,0.15204091013773627,2944,val,367,0.5040871934604905,0.09371949235274976,0.9062805076472502,2.7557249069213867
26,0.13658399264449658,2944,val,367,0.4986376021798365,0.09599739668076798,0.904002603319232,2.750800609588623
27,0.12487995770314465,2944,val,367,0.547683923705722,0.09079075821672633,0.9092092417832737,2.7349371910095215
28,0.10822423628490904,2944,val,367,0.5258855585831063,0.09013992840872112,0.9098600715912789,2.7308249473571777
29,0.09303435440296712,2944,val,367,0.5367847411444142,0.09079075821672633,0.9092092417832737,2.7290825843811035
30,0.08885827660560608,2944,val,367,0.5776566757493188,0.08656036446469248,0.9134396355353075,2.7650036811828613
31,0.08304075904838416,2944,val,367,0.5803814713896458,0.08232997071265864,0.9176700292873413,2.6966564655303955
32,0.07260184216758479,2944,val,367,0.5694822888283378,0.08265538561666125,0.9173446143833388,2.7099220752716064
33,0.05850791558623314,2944,val,367,0.5803814713896458,0.08298080052066385,0.9170191994793362,2.7227559089660645
34,0.04719400211520817,2944,val,367,0.6239782016348774,0.07386918320859095,0.9261308167914091,2.7632219791412354
35,0.037877691545240254,2944,val,367,0.6348773841961853,0.06898795964855191,0.9310120403514481,2.749811887741089
36,0.031898122280836105,2944,val,367,0.6539509536784741,0.06671005532053369,0.9332899446794664,2.7207024097442627
37,0.02463651011171548,2944,val,367,0.6185286103542235,0.07354376830458835,0.9264562316954117,2.74444317817688
38,0.0367940337518635,2944,val,367,0.5831062670299727,0.0774487471526196,0.9225512528473804,2.7137393951416016
39,0.038090705345182316,2944,val,367,0.6185286103542235,0.07126586397657013,0.9287341360234299,2.795091390609741
40,0.030336952646789345,2944,val,367,0.6566757493188011,0.06898795964855191,0.9310120403514481,2.7333128452301025
41,0.02131909775831129,2944,val,367,0.6457765667574932,0.07354376830458835,0.9264562316954117,2.707472562789917
42,0.01352972848057423,2944,val,367,0.6730245231607629,0.06085258704848682,0.9391474129515132,2.7324390411376953
43,0.010794338142580313,2944,val,367,0.6730245231607629,0.06605922551252848,0.9339407744874715,2.7314023971557617
44,0.013725774008375794,2944,val,367,0.6321525885558583,0.07354376830458835,0.9264562316954117,2.7669434547424316
45,0.02285708438443101,2944,val,367,0.5340599455040872,0.10185486495281484,0.8981451350471852,2.74116849899292
46,0.05181124620139599,2944,val,367,0.5504087193460491,0.09632281158477059,0.9036771884152294,2.731781005859375
47,0.06010746227010437,2944,val,367,0.6267029972752044,0.0784249918646274,0.9215750081353726,2.730699062347412
48,0.048355821601074676,2944,val,367,0.5994550408719346,0.08232997071265864,0.9176700292873413,2.8056352138519287
49,0.026550882738893448,2944,val,367,0.6485013623978202,0.07094044907256752,0.9290595509274324,2.7194454669952393
50,0.016207424184793363,2944,val,367,0.6920980926430518,0.05922551252847381,0.9407744874715261,2.7541630268096924
51,0.008487559227353853,2944,val,367,0.6975476839237057,0.057273023104458184,0.9427269768955419,2.719799041748047
52,0.004617122204407402,2944,val,367,0.7084468664850136,0.05401887406443215,0.9459811259355678,2.750988721847534
53,0.003227456477875619,2944,val,367,0.7193460490463215,0.05304262935242434,0.9469573706475757,2.74554705619812
54,0.0026252738240620365,2944,val,367,0.7166212534059946,0.053368044256426946,0.9466319557435731,2.7055883407592773
55,0.0022909897860423052,2944,val,367,0.7166212534059946,0.05304262935242434,0.9469573706475757,2.7170650959014893
56,0.002128280041253437,2944,val,367,0.7138964577656676,0.053368044256426946,0.9466319557435731,2.7280731201171875
57,0.0019511035516979578,2944,val,367,0.7138964577656676,0.053368044256426946,0.9466319557435731,2.7676892280578613
58,0.001864158080222652,2944,val,367,0.7138964577656676,0.05239179954441914,0.9476082004555808,2.7223002910614014
59,0.0017056483446377451,2944,val,367,0.7138964577656676,0.052717214448421736,0.9472827855515783,2.6971471309661865
60,0.0016168027524026516,2944,val,367,0.7166212534059946,0.052717214448421736,0.9472827855515783,2.7194652557373047
61,0.0015522715883612957,2944,val,367,0.7138964577656676,0.05304262935242434,0.9469573706475757,2.7467005252838135
62,0.0014944324578644464,2944,val,367,0.7166212534059946,0.05239179954441914,0.9476082004555808,2.7500646114349365
63,0.0014167900802061447,2944,val,367,0.7166212534059946,0.052717214448421736,0.9472827855515783,2.718503952026367
