epoch,train_loss,train_samples,val_split,val_samples,val_exact_acc,val_cer,val_char_acc,seconds
1,3.6122609739718228,2944,val,367,0.0,1.0,0.0,40.488797426223755
2,2.837714190068452,2944,val,367,0.0,0.9219004230393752,0.07809957696062475,40.38778758049011
3,2.7124397340028183,2944,val,367,0.0,0.9183208590953466,0.08167914090465345,40.69624471664429
4,2.5113298374673594,2944,val,367,0.0,0.8574682720468597,0.14253172795314029,41.03577208518982
5,2.2208181956539983,2944,val,367,0.0,0.7435730556459486,0.25642694435405144,40.680357217788696
6,1.7560293130252673,2944,val,367,0.0,0.6566872762772535,0.34331272372274646,40.82128953933716
7,1.304554511671481,2944,val,367,0.051771117166212535,0.33647901073869185,0.6635209892613081,40.26828050613403
8,0.900725984055063,2944,val,367,0.11989100817438691,0.2528473804100228,0.7471526195899771,40.72689342498779
9,0.7151195562404135,2944,val,367,0.18528610354223432,0.20924178327367393,0.7907582167263261,40.94355797767639
10,0.6361633863138116,2944,val,367,0.23433242506811988,0.20305890009762448,0.7969410999023755,41.0125253200531
11,0.5753780590451282,2944,val,367,0.24795640326975477,0.1845102505694761,0.8154897494305239,40.564242124557495
12,0.5291439469741739,2944,val,367,0.25340599455040874,0.17116823950536936,0.8288317604946307,40.398563385009766
13,0.4879565161207448,2944,val,367,0.29427792915531337,0.15880247315327042,0.8411975268467295,40.16318655014038
14,0.4553563309752423,2944,val,367,0.2888283378746594,0.16108037748128864,0.8389196225187113,40.375807762145996
15,0.4325908403033796,2944,val,367,0.2997275204359673,0.16335828180930687,0.8366417181906931,39.93201756477356
16,0.39565440040567645,2944,val,367,0.3405994550408719,0.15001627074520013,0.8499837292547998,40.35027456283569
17,0.3728257242752158,2944,val,367,0.3460490463215259,0.14318255776114547,0.8568174422388546,41.098909854888916
18,0.33910752638526587,2944,val,367,0.37329700272479566,0.13342011064106737,0.8665798893589326,40.64248847961426
19,0.30421166931805405,2944,val,367,0.3651226158038147,0.14350797266514806,0.856492027334852,40.5334951877594
20,0.2773867252728213,2944,val,367,0.4250681198910082,0.12593556784900747,0.8740644321509925,40.16740298271179
21,0.24743987393120062,2944,val,367,0.45776566757493187,0.11389521640091116,0.8861047835990888,40.53900671005249
22,0.226946204252865,2944,val,367,0.46321525885558584,0.11649853563293198,0.883501464367068,40.211464166641235
23,0.2177527258577554,2944,val,367,0.4904632152588556,0.10901399284087211,0.8909860071591279,40.3787317276001
24,0.18634680043096127,2944,val,367,0.5040871934604905,0.11129189716889033,0.8887081028311097,40.5292272567749
25,0.17167362538368805,2944,val,367,0.5258855585831063,0.10380735437683046,0.8961926456231696,40.51734757423401
26,0.1475715849386609,2944,val,367,0.547683923705722,0.09729905629677839,0.9027009437032216,40.39611053466797
27,0.1255528097567351,2944,val,367,0.5422343324250681,0.09502115196876017,0.9049788480312398,40.59995484352112
28,0.10760904265486676,2944,val,367,0.555858310626703,0.09599739668076798,0.904002603319232,40.02688241004944
29,0.09127707042447898,2944,val,367,0.5803814713896458,0.09079075821672633,0.9092092417832737,40.45832800865173
30,0.08260758650367675,2944,val,367,0.5776566757493188,0.08721119427269769,0.9127888057273024,40.22326469421387
31,0.06885605532190074,2944,val,367,0.6076294277929155,0.08265538561666125,0.9173446143833388,40.39213275909424
32,0.061818277625286064,2944,val,367,0.6130790190735694,0.08135372600065083,0.9186462739993492,40.16412281990051
33,0.06235726566418358,2944,val,367,0.5504087193460491,0.10185486495281484,0.8981451350471852,40.328312397003174
34,0.07596524019280206,2944,val,367,0.6021798365122616,0.08265538561666125,0.9173446143833388,40.3419406414032
35,0.06330628547331561,2944,val,367,0.5694822888283378,0.09209241783273674,0.9079075821672633,40.17802858352661
36,0.05779544984840829,2944,val,367,0.6158038147138964,0.08135372600065083,0.9186462739993492,40.19927453994751
37,0.03832291358191034,2944,val,367,0.6566757493188011,0.07028961926456231,0.9297103807354377,40.28866171836853
38,0.02943551969592986,2944,val,367,0.659400544959128,0.06996420436055971,0.9300357956394403,40.58733248710632
39,0.022443097024022238,2944,val,367,0.6348773841961853,0.07028961926456231,0.9297103807354377,40.34515333175659
40,0.01695412539107644,2944,val,367,0.659400544959128,0.06573381060852587,0.9342661893914741,40.13756489753723
41,0.013070626953697723,2944,val,367,0.6730245231607629,0.06345590628050765,0.9365440937194923,40.22555685043335
42,0.009195693232038098,2944,val,367,0.6784741144414169,0.062479661568499836,0.9375203384315002,40.81217908859253
43,0.007700630919197979,2944,val,367,0.6948228882833788,0.06052717214448422,0.9394728278555158,40.56270670890808
44,0.005943921369338489,2944,val,367,0.6811989100817438,0.06182883176049463,0.9381711682395054,40.68326783180237
45,0.005032650169754482,2944,val,367,0.6948228882833788,0.06117800195248942,0.9388219980475105,40.56219220161438
46,0.004544991817649292,2944,val,367,0.6866485013623979,0.06280507647250244,0.9371949235274976,40.30556011199951
47,0.004162573311275438,2944,val,367,0.6784741144414169,0.06378132118451026,0.9362186788154897,40.408430099487305
